Year,Month,Day,Hour,Calc_Sector_KW,Cloud_Cover_Fraction,Dew_Point,Humidity_Fraction,Precipitable_Water,Temperature,Visibility,Day_of_week,Weekdays,HolidayName,School_Day,Solar_Elevation
Consumption,1,2,11,117195.357782856,0,-14.4,0.73,5,-10.6,16.1,2,Mon,NULL,0,14.468398703
Consumption,1,2,12,115631.705440461,0,-13.9,0.68,5,-8.9,16.1,2,Mon,NULL,0,20.246963178
Consumption,1,2,13,112904.53280449,0,-15.6,0.52,5,-7.2,16.1,2,Mon,NULL,0,23.622887237
Consumption,1,2,14,109358.218031948,0,-15,0.52,5,-6.7,16.1,2,Mon,NULL,0,24.209091427
Consumption,1,2,15,104392.653811258,0,-14.4,0.52,5,-6.1,16.1,2,Mon,NULL,0,21.930938442
Consumption,1,2,16,105593.782421724,0,-13.9,0.52,5,-5.6,16.1,2,Mon,NULL,0,17.065782149
Consumption,1,2,17,124566.874193525,0,-13.9,0.52,5,-5.6,16.1,2,Mon,NULL,0,10.10543319
Consumption,1,2,18,159272.530439608,0,-13.9,0.57,5,-6.7,16.1,2,Mon,NULL,0,1.5757430107
Consumption,1,2,19,158777.619562842,0,-13.3,0.6,5,-6.7,16.1,2,Mon,NULL,0,-8.06736243
Consumption,1,2,20,156773.470501975,0,-13.3,0.6,5,-6.7,16.1,2,Mon,NULL,0,-18.45831721
Consumption,1,2,21,152073.778946169,0.5,-12.2,0.65,5,-6.7,16.1,2,Mon,NULL,0,-29.29628155
Consumption,1,2,22,134183.387257084,0.8,-14.4,0.54,5,-6.7,16.1,2,Mon,NULL,0,-40.29363781
Consumption,1,2,23,92071.2059350675,1,-12.8,0.6,5,-6.1,16.1,2,Mon,NULL,0,-51.08056982
Consumption,1,2,24,78305.7617207223,1,-11.7,0.68,6,-6.7,16.1,2,Mon,NULL,0,-60.9684537
Consumption,1,3,1,65892.0048724058,0.3,-12.8,0.68,5,-7.8,16.1,3,Tue,NULL,0,-68.29612352
Consumption,1,3,2,63771.8517514966,0.2,-12.8,0.68,5,-7.8,16.1,3,Tue,NULL,0,-69.8111952
Consumption,1,3,3,63593.9900371952,0,-12.8,0.68,5,-7.8,16.1,3,Tue,NULL,0,-64.43046269
Consumption,1,3,4,64977.5728355511,0,-12.8,0.71,5,-8.3,16.1,3,Tue,NULL,0,-55.29483897
Consumption,1,3,5,70844.1740418148,0,-12.8,0.71,5,-8.3,16.1,3,Tue,NULL,0,-44.75634717
Consumption,1,3,6,86487.6849826086,0,-12.2,0.74,5,-8.3,16.1,3,Tue,NULL,0,-33.78619985
Consumption,1,3,7,139093.590664248,0,-12.2,0.74,5,-8.3,16.1,3,Tue,NULL,0,-22.84092162
Consumption,1,3,8,144414.101895828,0,-12.2,0.74,5,-8.3,16.1,3,Tue,NULL,0,-12.22558382
Consumption,1,3,9,131948.050785976,0,-12.2,0.71,5,-7.8,16.1,3,Tue,NULL,0,-2.22758128
Consumption,1,3,10,115735.520440846,0,-12.2,0.62,5,-6.1,16.1,3,Tue,NULL,0,6.8188624202
Consumption,1,3,11,106547.999082463,0.5,-11.7,0.58,6,-4.4,16.1,3,Tue,NULL,0,14.495639561
Consumption,1,3,12,107045.89777587,1,-11.7,0.51,6,-2.8,16.1,3,Tue,NULL,0,20.297688772
Consumption,1,3,13,106817.911549169,1,-11.1,0.47,6,-1.1,16.1,3,Tue,NULL,0,23.698744316
Consumption,1,3,14,104791.329073777,1,-11.1,0.51,6,-2.2,16.1,3,Tue,NULL,0,24.308439304
Consumption,1,3,15,101872.081093464,1,-11.1,0.49,6,-1.7,16.1,3,Tue,NULL,0,22.048957942
Consumption,1,3,16,104838.68024947,1,-11.1,0.47,6,-1.1,16.1,3,Tue,NULL,0,17.196348581
Consumption,1,3,17,123720.96370793,1,-10,0.56,6,-2.2,16.1,3,Tue,NULL,0,10.243155434
Consumption,1,3,18,153185.779527683,1,-10.6,0.53,6,-2.2,16.1,3,Tue,NULL,0,1.7168575874
Consumption,1,3,19,154686.646935561,1,-10,0.58,6,-2.8,16.1,3,Tue,NULL,0,-7.925068835
Consumption,1,3,20,151905.568802091,1,-9.4,0.61,6,-2.8,16.1,3,Tue,NULL,0,-18.31590362
Consumption,1,3,21,147143.173823614,1,-10,0.58,6,-2.8,16.1,3,Tue,NULL,0,-29.1540049
Consumption,1,3,22,129193.507628035,1,-10,0.56,6,-2.2,16.1,3,Tue,NULL,0,-40.15121229
Consumption,1,3,23,91432.6164728331,1,-10,0.56,6,-2.2,16.1,3,Tue,NULL,0,-50.93758925
Consumption,1,3,24,77067.3877375231,1,-8.9,0.63,6,-2.8,16.1,3,Tue,NULL,0,-60.82635037
Consumption,1,4,1,63506.0009730386,1,-7.2,0.72,7,-2.8,16.1,4,Wed,NULL,0,-68.16763052
Consumption,1,4,2,60574.1669445123,1,-6.7,0.75,7,-2.8,16.1,4,Wed,NULL,0,-69.73293207
Consumption,1,4,3,60759.9815546546,1,-7.2,0.75,7,-3.3,16.1,4,Wed,NULL,0,-64.41015583
Consumption,1,4,4,60862.3647359325,1,-7.2,0.75,7,-3.3,16.1,4,Wed,NULL,0,-55.30529958
Consumption,1,4,5,67333.7899437532,1,-10.6,0.63,6,-4.4,16.1,4,Wed,NULL,0,-44.77900232
Consumption,1,4,6,81025.3995668835,1,-11.7,0.65,6,-6.1,16.1,4,Wed,NULL,0,-33.81136505
Consumption,1,4,7,130945.301733978,0.8,-12.8,0.68,5,-7.8,16.1,4,Wed,NULL,0,-22.86272739
Consumption,1,4,8,139515.311423644,0.4,-15,0.62,5,-8.9,16.1,4,Wed,NULL,0,-12.23957616
Consumption,1,4,9,129575.877887446,0.5,-15,0.67,5,-10,16.1,4,Wed,NULL,0,-2.22966482
Consumption,1,4,10,116327.726104748,0.5,-13.9,0.74,5,-10,16.1,4,Wed,NULL,0,6.8328614994
Consumption,1,4,11,109486.485226546,1,-12.8,0.8,5,-10,0.8,4,Wed,NULL,0,14.529918948
Consumption,1,4,12,110432.535316708,0.8,-15.6,0.67,5,-10.6,11.3,4,Wed,NULL,0,20.355768968
Consumption,1,4,13,110703.428453883,1,-13.3,0.84,5,-11.1,0.8,4,Wed,NULL,0,23.782081164
Consumption,1,4,14,108601.843273217,1,-13.9,0.8,5,-11.1,0.4,4,Wed,NULL,0,24.415101047
Consumption,1,4,15,105319.920487795,0.9,-15.6,0.77,5,-12.2,0.4,4,Wed,NULL,0,22.173823471
Consumption,1,4,16,109328.394770473,1,-14.4,0.88,5,-12.8,0.3,4,Wed,NULL,0,17.333089689
Consumption,1,4,17,128786.95395104,0.8,-17.2,0.73,4,-13.3,4.8,4,Wed,NULL,0,10.386318581
Consumption,1,4,18,158427.381839063,0.6,-16.7,0.8,4,-13.9,3.2,4,Wed,NULL,0,1.8627286141
Consumption,1,4,19,160074.541522162,0.8,-17.2,0.8,4,-14.4,8,4,Wed,NULL,0,-7.778589386
Consumption,1,4,20,157652.922696306,1,-16.7,0.8,4,-13.9,4.8,4,Wed,NULL,0,-18.16972535
Consumption,1,4,21,153126.510033709,1,-17.8,0.73,4,-13.9,1.6,4,Wed,NULL,0,-29.00820319
Consumption,1,4,22,135682.230155297,1,-17.2,0.8,4,-14.4,4.8,4,Wed,NULL,0,-40.00526474
Consumption,1,4,23,94579.2100534512,1,-17.2,0.8,4,-14.4,2.4,4,Wed,NULL,0,-50.79073732
Consumption,1,4,24,82424.9016845372,0.6,-18.9,0.73,4,-15,4.8,4,Wed,NULL,0,-60.67943624
Consumption,1,5,1,70026.7653688695,1,-18.9,0.79,4,-16.1,1.6,5,Thu,NULL,0,-68.03250671
Consumption,1,5,2,69651.3273039924,1,-21.1,0.69,4,-16.7,4.8,5,Thu,NULL,0,-69.64641364
Consumption,1,5,3,70661.2384908533,0.3,-21.7,0.72,4,-17.8,11.3,5,Thu,NULL,0,-64.38218834
Consumption,1,5,4,70954.0065957697,1,-21.1,0.75,4,-17.8,6.4,5,Thu,NULL,0,-55.30914691
Consumption,1,5,5,77888.2776919158,1,-21.1,0.79,4,-18.3,6.4,5,Thu,NULL,0,-44.79563322
Consumption,1,5,6,92055.6697494524,0.4,-22.2,0.79,3,-19.4,11.3,5,Thu,NULL,0,-33.83072281
Consumption,1,5,7,145565.142213058,0,-22.8,0.83,3,-20.6,16.1,5,Thu,NULL,0,-22.87870305
Consumption,1,5,8,151736.202177355,0,-23.9,0.75,3,-20.6,16.1,5,Thu,NULL,0,-12.2475556
Consumption,1,5,9,138908.282242879,0,-22.2,0.79,3,-19.4,16.1,5,Thu,NULL,0,-2.225441756
Consumption,1,5,10,121594.424487107,0,-20.6,0.79,4,-17.8,16.1,5,Thu,NULL,0,6.853529186
Consumption,1,5,11,112365.785146704,0.6,-20,0.76,4,-16.7,16.1,5,Thu,NULL,0,14.571240806
Consumption,1,5,12,114749.218431378,1,-19.4,0.72,4,-15.6,16.1,5,Thu,NULL,0,20.421190459
Consumption,1,5,13,113872.931619316,0.8,-18.9,0.73,4,-15,3.2,5,Thu,NULL,0,23.872867226
Consumption,1,5,14,110174.662408119,0.8,-17.8,0.73,4,-13.9,8,5,Thu,NULL,0,24.529028757
Consumption,1,5,15,107061.045446404,0.9,-17.8,0.73,4,-13.9,4.8,5,Thu,NULL,0,22.305470043
Consumption,1,5,16,110346.38771773,0.9,-17.8,0.73,4,-13.9,4.8,5,Thu,NULL,0,17.47592527
Consumption,1,5,17,128399.585570009,0.2,-18.9,0.69,4,-14.4,12.9,5,Thu,NULL,0,10.534830851
Consumption,1,5,18,159248.044215158,0.4,-19.4,0.69,4,-15,12.9,5,Thu,NULL,0,2.0132569815
Consumption,1,5,19,161195.861139527,0.8,-18.9,0.69,4,-14.4,16.1,5,Thu,NULL,0,-7.62802674
Consumption,1,5,20,159008.674206467,0.3,-19.4,0.76,4,-16.1,16.1,5,Thu,NULL,0,-18.01988574
Consumption,1,5,21,155033.225877863,0,-20.6,0.76,4,-17.2,16.1,5,Thu,NULL,0,-28.85897865
Consumption,1,5,22,137370.858559086,0.3,-18.9,0.83,4,-16.7,16.1,5,Thu,NULL,0,-39.85589559
Consumption,1,5,23,95669.1516870348,0.8,-19.4,0.83,4,-17.2,4.8,5,Thu,NULL,0,-50.64011412
Consumption,1,5,24,83167.9014236936,0.8,-18.9,0.83,4,-16.7,2,5,Thu,NULL,0,-60.52781695
Consumption,1,6,1,73637.9115975005,0.4,-20.6,0.79,4,-17.8,9.7,6,Fri,NULL,0,-67.89086536
Consumption,1,6,2,71724.9555654351,0,-21.1,0.83,4,-18.9,11.3,6,Fri,NULL,0,-69.55168317
Consumption,1,6,3,73596.8013705286,0,-21.7,0.83,4,-19.4,11.3,6,Fri,NULL,0,-64.3464997
Consumption,1,6,4,73239.1768547581,0,-22.2,0.83,3,-20,11.3,6,Fri,NULL,0,-55.30629338
Consumption,1,6,5,82033.3642333499,0,-22.8,0.83,3,-20.6,11.3,6,Fri,NULL,0,-44.80615522
Consumption,1,6,6,94881.788083174,0,-22.8,0.83,3,-20.6,11.3,6,Fri,NULL,0,-33.84419863
Consumption,1,6,7,149006.987948587,0,-22.8,0.83,3,-20.6,11.3,6,Fri,NULL,0,-22.88878649
Consumption,1,6,8,154344.533374623,0,-23.3,0.82,3,-21.1,11.3,6,Fri,NULL,0,-12.2494738
Consumption,1,6,9,142186.897985824,0,-23.3,0.82,3,-21.1,11.3,6,Fri,NULL,0,-2.214878708
Consumption,1,6,10,125653.670769918,0,-21.7,0.83,4,-19.4,11.3,6,Fri,NULL,0,6.8808827498
Consumption,1,6,11,114810.600930243,0,-20.6,0.79,4,-17.8,11.3,6,Fri,NULL,0,14.619605515
Consumption,1,6,12,113414.594929312,0,-19.4,0.72,4,-15.6,11.3,6,Fri,NULL,0,20.493936504
Consumption,1,6,13,110724.031279268,0,-18.9,0.69,4,-14.4,11.3,6,Fri,NULL,0,23.971068692
Consumption,1,6,14,107406.498751287,0,-18.3,0.66,4,-13.3,11.3,6,Fri,NULL,0,24.650171457
Consumption,1,6,15,103008.060758748,0,-18.3,0.64,4,-12.8,11.3,6,Fri,NULL,0,22.443829785
Consumption,1,6,16,105192.962484599,0.2,-18.3,0.61,4,-12.2,11.3,6,Fri,NULL,0,17.62477252
Consumption,1,6,17,125397.667589882,0.1,-18.3,0.73,4,-14.4,11.3,6,Fri,NULL,0,10.6885983
Consumption,1,6,18,156793.628351863,0.1,-18.3,0.73,4,-14.4,11.3,6,Fri,NULL,0,2.1683419969
Consumption,1,6,19,159257.036945578,0,-18.3,0.8,4,-15.6,11.3,6,Fri,NULL,0,-7.473484489
Consumption,1,6,20,157490.112456653,0,-20,0.83,4,-17.8,16.1,6,Fri,NULL,0,-17.86648841
Consumption,1,6,21,153482.607314138,0,-20,0.83,4,-17.8,16.1,6,Fri,NULL,0,-28.70643306
Consumption,1,6,22,137280.125124856,0,-24.4,0.82,3,-22.2,16.1,6,Fri,NULL,0,-39.70320419
Consumption,1,6,23,97257.9712075798,0,-23.9,0.82,3,-21.7,16.1,6,Fri,NULL,0,-50.48581811
Consumption,1,6,24,86529.042644656,0,-23.9,0.82,3,-21.7,16.1,6,Fri,NULL,0,-60.37159638
Consumption,1,7,1,74528.3111679453,0,-22.2,0.83,3,-20,11.3,7,Sat,NULL,0,-67.74282028
Consumption,1,7,2,73025.972614229,0,-22.8,0.83,3,-20.6,11.3,7,Sat,NULL,0,-69.44879106
Consumption,1,7,3,73246.9902140225,0,-21.7,0.87,4,-20,11.3,7,Sat,NULL,0,-64.30303591
Consumption,1,7,4,73882.7513230936,0,-22.8,0.83,3,-20.6,11.3,7,Sat,NULL,0,-55.2966555
Consumption,1,7,5,80151.408540666,0,-22.8,0.83,3,-20.6,11.3,7,Sat,NULL,0,-44.81048694
Consumption,1,7,6,93764.2730702653,0.2,-22.8,0.83,3,-20.6,11.3,7,Sat,NULL,0,-33.85172116
Consumption,1,7,7,148385.311967711,0.6,-25.6,0.82,3,-23.3,4.8,7,Sat,NULL,0,-22.89291888
Consumption,1,7,8,150035.311025155,0.4,-25.6,0.78,3,-22.8,4.8,7,Sat,NULL,0,-12.2452858
Consumption,1,7,9,127453.839582496,0.7,-23.3,0.87,3,-21.7,4.8,7,Sat,NULL,0,-2.197945843
Consumption,1,7,10,113469.678810704,1,-19.4,0.87,4,-17.8,4.8,7,Sat,NULL,0,6.9149358575
Consumption,1,7,11,103427.775886761,1,-17.2,0.87,4,-15.6,4.8,7,Sat,NULL,0,14.6750099
Consumption,1,7,12,101705.645189024,1,-16.7,0.83,4,-14.4,6.4,7,Sat,NULL,0,20.573986944
Consumption,1,7,13,100133.89208583,1,-16.7,0.73,4,-12.8,11.3,7,Sat,NULL,0,24.076648538
Consumption,1,7,14,97268.3250230258,1,-17.8,0.64,4,-12.2,11.3,7,Sat,NULL,0,24.778475151
Consumption,1,7,15,92361.9639861182,1,-18.3,0.58,4,-11.7,11.3,7,Sat,NULL,0,22.588832003
Consumption,1,7,16,95886.9957323604,1,-18.9,0.55,4,-11.7,11.3,7,Sat,NULL,0,17.779546114
Consumption,1,7,17,114502.313441056,1,-17.8,0.61,4,-11.7,11.3,7,Sat,NULL,0,10.847524921
Consumption,1,7,18,149300.132973672,1,-17.2,0.67,4,-12.2,11.3,7,Sat,NULL,0,2.3278814893
Consumption,1,7,19,133288.347429083,1,-17.2,0.7,4,-12.8,11.3,7,Sat,NULL,0,-7.315067041
Consumption,1,7,20,131196.264094424,1,-17.2,0.73,4,-13.3,11.3,7,Sat,NULL,0,-17.70963711
Consumption,1,7,21,130835.687465356,1,-20,0.6,4,-13.9,11.3,7,Sat,NULL,0,-28.55066768
Consumption,1,7,22,116935.664218565,1,-18.3,0.8,4,-15.6,11.3,7,Sat,NULL,0,-39.54728869
Consumption,1,7,23,101155.835926189,0.2,-19.4,0.87,4,-17.8,11.3,7,Sat,NULL,0,-50.32794601
Consumption,1,7,24,87503.1456967276,0,-21.7,0.83,4,-19.4,11.3,7,Sat,NULL,0,-60.21087653
Consumption,1,8,1,77817.4730673165,0,-22.2,0.87,3,-20.6,11.3,1,Sun,NULL,0,-67.58848554
Consumption,1,8,2,74141.5895610594,0,-23.3,0.79,3,-20.6,11.3,1,Sun,NULL,0,-69.33779461
Consumption,1,8,3,76980.8648218461,0,-23.3,0.79,3,-20.6,11.3,1,Sun,NULL,0,-64.25174969
Consumption,1,8,4,75782.6547170464,0,-25,0.78,3,-22.2,11.3,1,Sun,NULL,0,-55.28015417
Consumption,1,8,5,85337.1343955741,0,-24.4,0.82,3,-22.2,11.3,1,Sun,NULL,0,-44.80855052
Consumption,1,8,6,96356.8779638671,0,-25.6,0.78,3,-22.8,11.3,1,Sun,NULL,0,-33.85322237
Consumption,1,8,7,119790.208153933,0,-25,0.82,3,-22.8,11.3,1,Sun,NULL,0,-22.89104474
Consumption,1,8,8,124028.554836903,0,-24.4,0.82,3,-22.2,4.8,1,Sun,NULL,0,-12.23495017
Consumption,1,8,9,105118.624301169,0.4,-23.9,0.82,3,-21.7,6.4,1,Sun,NULL,0,-2.174616919
Consumption,1,8,10,86854.2958197865,0.6,-17.8,0.8,4,-15,11.3,1,Sun,NULL,0,6.9556985558
Consumption,1,8,11,80486.9698517615,0.8,-16.1,0.76,4,-12.8,11.3,1,Sun,NULL,0,14.737447232
Consumption,1,8,12,78283.5031091104,0.8,-16.7,0.64,4,-11.1,11.3,1,Sun,NULL,0,20.661318235
Consumption,1,8,13,78118.1758099161,1,-15,0.64,5,-9.4,16.1,1,Sun,NULL,0,24.189566568
Consumption,1,8,14,73990.5423087279,0.9,-13.9,0.65,5,-8.3,16.1,1,Sun,NULL,0,24.913882875
Consumption,1,8,15,72045.1846771951,0.7,-13.3,0.65,5,-7.8,16.1,1,Sun,NULL,0,22.74040325
Consumption,1,8,16,73763.9885980915,0.9,-13.3,0.62,5,-7.2,16.1,1,Sun,NULL,0,17.940158289
Consumption,1,8,17,94172.4686274566,0.9,-13.9,0.62,5,-7.8,16.1,1,Sun,NULL,0,11.011512738
Consumption,1,8,18,127741.706454075,1,-13.3,0.68,5,-8.3,16.1,1,Sun,NULL,0,2.4917719168
Consumption,1,8,19,138683.545237003,1,-13.3,0.68,5,-8.3,16.1,1,Sun,NULL,0,-7.152879518
Consumption,1,8,20,133729.078735105,1,-12.8,0.71,5,-8.3,16.1,1,Sun,NULL,0,-17.54943562
Consumption,1,8,21,133116.59372423,1,-13.9,0.65,5,-8.3,9.7,1,Sun,NULL,0,-28.39178313
Consumption,1,8,22,117713.235356484,1,-13.3,0.71,5,-8.9,4.8,1,Sun,NULL,0,-39.38824599
Consumption,1,8,23,102019.224004291,1,-13.9,0.68,5,-8.9,3.2,1,Sun,NULL,0,-50.16659272
Consumption,1,8,24,86163.133230974,1,-11.7,0.81,6,-8.9,3.2,1,Sun,NULL,0,-60.04575745
Consumption,1,9,1,75920.9326436394,1,-11.1,0.84,6,-8.9,3.2,2,Mon,NULL,1,-67.42797527
Consumption,1,9,2,70887.3644086458,1,-11.1,0.88,6,-9.4,3.2,2,Mon,NULL,1,-69.21875773
Consumption,1,9,3,73329.3892754945,1,-14.4,0.84,5,-12.2,16.1,2,Mon,NULL,1,-64.19260073
Consumption,1,9,4,72352.5908520588,0,-18.3,0.87,4,-16.7,16.1,2,Mon,NULL,1,-55.25671492
Consumption,1,9,5,82229.5324401395,0,-17.8,0.91,4,-16.7,16.1,2,Mon,NULL,1,-44.80027179
Consumption,1,9,6,93457.4446388318,1,-18.9,0.91,4,-17.8,4.8,2,Mon,NULL,1,-33.8486377
Consumption,1,9,7,153408.29151196,1,-13.9,0.92,5,-12.8,4.8,2,Mon,NULL,1,-22.8831121
Consumption,1,9,8,157507.722666704,1,-12.2,0.92,5,-11.1,3.6,2,Mon,NULL,1,-12.21842901
Consumption,1,9,9,142494.663558161,1,-12.2,0.88,5,-10.6,3.2,2,Mon,NULL,1,-2.144869325
Consumption,1,9,10,128347.203996855,1,-12.2,0.84,5,-10,1.6,2,Mon,NULL,1,7.003177257
Consumption,1,9,11,118368.61354551,0.8,-12.8,0.8,5,-10,3.2,2,Mon,NULL,1,14.806907239
Consumption,1,9,12,117257.603141679,0.9,-12.8,0.77,5,-9.4,3.2,2,Mon,NULL,1,20.755903476
Consumption,1,9,13,115190.652741254,0.9,-13.3,0.74,5,-9.4,8,2,Mon,NULL,1,24.309779456
Consumption,1,9,14,111750.924789639,0.7,-15,0.62,5,-8.9,12.9,2,Mon,NULL,1,25.05633476
Consumption,1,9,15,107780.312545078,0.8,-14.4,0.7,5,-10,16.1,2,Mon,NULL,1,22.898467403
Consumption,1,9,16,110334.794068376,0.6,-13.9,0.74,5,-10,9.7,2,Mon,NULL,1,18.106518928
Consumption,1,9,17,128773.498628034,0.6,-14.4,0.73,5,-10.6,11.3,2,Mon,NULL,1,11.180461907
Consumption,1,9,18,158977.583067928,0.4,-15,0.73,5,-11.1,16.1,2,Mon,NULL,1,2.6599084745
Consumption,1,9,19,161433.604670899,0.6,-15,0.8,5,-12.2,16.1,2,Mon,NULL,1,-6.987027633
Consumption,1,9,20,160546.523056383,0,-18.3,0.91,4,-17.2,16.1,2,Mon,NULL,1,-17.38598764
Consumption,1,9,21,157078.758456421,0,-20.6,0.83,4,-18.3,16.1,2,Mon,NULL,1,-28.22987928
Consumption,1,9,22,139996.866098762,0,-21.7,0.83,4,-19.4,16.1,2,Mon,NULL,1,-39.22617162
Consumption,1,9,23,96350.8380476904,0,-21.1,0.87,4,-19.4,16.1,2,Mon,NULL,1,-50.00185123
Consumption,1,9,24,87107.9802894488,0.2,-23.9,0.82,3,-21.7,16.1,2,Mon,NULL,1,-59.87633714
Consumption,1,10,1,76268.4885717269,0.4,-23.3,0.82,3,-21.1,16.1,3,Tue,NULL,1,-67.26140334
Consumption,1,10,2,74814.2430680223,0.6,-24.4,0.82,3,-22.2,16.1,3,Tue,NULL,1,-69.09175066
Consumption,1,10,3,76238.5440463643,0.3,-25,0.86,3,-23.3,16.1,3,Tue,NULL,1,-64.12555588
Consumption,1,10,4,77146.3230857876,0,-25.6,0.82,3,-23.3,16.1,3,Tue,NULL,1,-55.2262682
Consumption,1,10,5,84672.6456293975,0.9,-25.6,0.86,3,-23.9,16.1,3,Tue,NULL,1,-44.78558047
Consumption,1,10,6,98583.6647351814,0.9,-25,0.86,3,-23.3,16.1,3,Tue,NULL,1,-33.83790619
Consumption,1,10,7,153340.656670792,0.3,-25.6,0.82,3,-23.3,16.1,3,Tue,NULL,1,-22.86907254
Consumption,1,10,8,157093.429676931,0.2,-21.1,0.87,4,-19.4,11.3,3,Tue,NULL,1,-12.19568808
Consumption,1,10,9,143333.055421509,1,-20,0.83,4,-17.8,12.9,3,Tue,NULL,1,-2.108684121
Consumption,1,10,10,128274.849317282,0.9,-16.7,0.87,4,-15,12.9,3,Tue,NULL,1,7.057374727
Consumption,1,10,11,115349.179976767,0.1,-14.4,0.88,5,-12.8,16.1,3,Tue,NULL,1,14.883376118
Consumption,1,10,12,112820.297835369,0,-15,0.7,5,-10.6,16.1,3,Tue,NULL,1,20.857712436
Consumption,1,10,13,110303.011536446,0,-15.6,0.64,5,-10,16.1,3,Tue,NULL,1,24.437240802
Consumption,1,10,14,107067.819320053,0,-15.6,0.62,5,-9.4,16.1,3,Tue,NULL,1,25.205768092
Consumption,1,10,15,102443.645767813,0,-15.6,0.62,5,-9.4,16.1,3,Tue,NULL,1,23.062945732
