Date,Hour,Electricity_KW_HR
01/21/2010,18,7334.9172319
01/22/2010,10,10130.36
01/22/2010,11,18108.58
01/22/2010,12,19759.08
01/22/2010,13,18240.9
01/22/2010,14,23690.28
01/22/2010,15,19838.46
01/22/2010,16,21052.62
01/22/2010,17,11012.38
01/23/2010,10,6191.18
01/23/2010,11,11039.58
01/23/2010,12,17842.14
01/23/2010,13,29117.26
01/23/2010,14,31941.12
01/23/2010,15,24570.28
01/23/2010,16,12911.64
01/23/2010,17,9505.8
01/24/2010,11,4005.6
01/24/2010,12,7822.18
01/24/2010,13,14618.06
01/24/2010,14,25267.42
01/24/2010,15,21126.46
01/24/2010,16,16370.54
01/24/2010,17,12619.98
01/24/2010,18,4512.7571449
01/25/2010,10,1751.5300414
01/25/2010,11,8417.66
01/25/2010,12,9806.8
01/25/2010,13,10991.44
01/25/2010,14,12626.18
01/25/2010,15,14144.88
01/25/2010,16,6493.84
01/25/2010,17,7015.4
01/28/2010,12,20744.04
01/28/2010,13,47932.64
01/28/2010,14,41893.72
01/28/2010,15,114587.32
01/28/2010,16,103048.36
01/28/2010,17,58369.66
01/28/2010,18,6288.66
01/29/2010,10,20898.62
01/29/2010,11,61678.98
01/29/2010,12,69471.7
01/29/2010,13,65247.48
01/29/2010,14,69446.1
01/29/2010,15,82876.64
01/29/2010,16,61097.86
01/29/2010,17,54314.6
01/29/2010,18,19227.16
01/30/2010,10,61454.74
01/30/2010,11,112063.44
01/30/2010,12,164542.5
01/30/2010,13,184257.4
01/30/2010,14,181981.4
01/30/2010,15,168463.12
01/30/2010,16,138095.82
01/30/2010,17,87274.88
01/30/2010,18,19441.32
01/31/2010,10,8645.2
01/31/2010,11,31237.44
01/31/2010,12,64408.88
01/31/2010,13,129201.9
01/31/2010,14,180251.2
01/31/2010,15,138769.24
01/31/2010,16,110300.2
01/31/2010,17,42804.02
01/31/2010,18,5792.08
02/01/2010,10,41506.64
02/01/2010,11,59304.42
02/01/2010,12,72918.36
02/01/2010,13,74828.78
02/01/2010,14,74187.78
02/01/2010,15,52680.8
02/01/2010,16,38841.96
02/01/2010,17,29640.8
02/01/2010,18,8839.88
02/02/2010,10,8235.7
02/02/2010,11,11643.66
02/02/2010,12,35225.2
02/02/2010,13,53795.82
02/02/2010,14,46349.4
02/02/2010,15,29012.98
02/02/2010,16,15005.8
02/02/2010,17,5447.02
02/03/2010,10,10896.38
02/03/2010,11,18027.22
02/03/2010,12,19002.5
02/03/2010,13,42436.36
02/03/2010,14,62867.06
02/03/2010,15,58416.02
02/03/2010,16,24410.98
02/03/2010,17,20678.24
02/03/2010,18,6095.2
02/04/2010,10,46283.5
02/04/2010,11,86180.66
02/04/2010,12,89422.64
02/04/2010,13,74756.26
02/04/2010,14,78531.12
02/04/2010,15,60295.02
02/04/2010,16,36355.12
02/04/2010,17,19219.16
02/04/2010,18,6151.16
02/05/2010,10,16256.48
02/05/2010,11,30826
02/05/2010,12,43179.6
02/05/2010,13,58308.04
02/05/2010,14,47387.14
02/05/2010,15,15851.18
02/05/2010,16,9025.22
02/05/2010,17,7253.22
02/05/2010,18,2083.7925107
02/06/2010,10,21661.04
02/06/2010,11,27293.7
02/06/2010,12,43803.92
02/06/2010,13,44359.1
02/06/2010,14,65582.88
02/06/2010,15,53957.68
02/06/2010,16,44089.24
02/06/2010,17,77092.48
02/06/2010,18,17543.28
02/07/2010,10,38458.76
02/07/2010,11,44226.36
02/07/2010,12,94959.18
02/07/2010,13,117118.88
02/07/2010,14,73246.6
02/07/2010,15,90369.5
02/07/2010,16,91043.76
02/07/2010,17,48975.32
02/07/2010,18,14903.52
02/08/2010,9,14223.24
02/08/2010,10,82968.86
02/08/2010,11,95804.3
02/08/2010,12,124006.54
02/08/2010,13,174522.58
02/08/2010,14,186542.38
02/08/2010,15,173711.24
02/08/2010,16,149006.44
02/08/2010,17,102258.78
02/08/2010,18,35217.88
02/09/2010,10,6238
02/09/2010,11,6115
02/09/2010,12,7068.08
02/09/2010,13,14873.5
02/09/2010,14,24423.66
02/09/2010,15,24240.1
02/09/2010,16,15964.06
02/09/2010,17,9938.74
02/09/2010,18,3075.1939599
02/10/2010,11,3397.86
02/10/2010,12,9933.84
02/10/2010,13,19065.74
02/10/2010,14,25723.14
02/10/2010,15,24339.86
02/10/2010,16,19461.04
02/10/2010,17,13251.58
02/10/2010,18,4177.7192557
02/11/2010,10,7806.94
02/11/2010,11,12721.38
02/11/2010,12,28936.04
02/11/2010,13,83379.62
02/11/2010,14,147239.98
02/11/2010,15,182873.6
02/11/2010,16,156569.94
02/11/2010,17,108657.74
02/11/2010,18,43994.84
02/12/2010,9,4880.2727971
02/12/2010,10,17341.34
02/12/2010,11,30990.62
02/12/2010,12,44310.72
02/12/2010,13,51526.84
02/12/2010,14,77999.88
02/12/2010,15,75847.88
02/12/2010,16,121723.68
02/12/2010,17,96419.52
02/12/2010,18,25249.04
02/13/2010,9,5977.3109275
02/13/2010,10,23862.54
02/13/2010,11,115350.06
02/13/2010,12,102223.4
02/13/2010,13,69946.72
02/13/2010,14,76460.34
02/13/2010,15,104762.82
02/13/2010,16,66377.74
02/13/2010,17,32110.64
02/13/2010,18,11557.18
02/14/2010,10,12636.82
02/14/2010,11,25778.74
02/14/2010,12,42439.14
02/14/2010,13,123292.76
02/14/2010,14,70217.88
02/14/2010,15,49592.38
02/14/2010,16,30070.82
02/14/2010,17,13740.76
02/14/2010,18,5553.68
02/15/2010,9,6780.2148815
02/15/2010,10,25374.62
02/15/2010,11,58771.42
02/15/2010,12,53621.54
02/15/2010,13,63822.24
02/15/2010,14,68450.8
02/15/2010,15,47193.84
02/15/2010,16,31140.46
02/15/2010,17,15547.06
02/15/2010,18,5645.62
02/16/2010,10,9334.42
02/16/2010,11,23723.16
02/16/2010,12,55933.7
02/16/2010,13,100385.08
02/16/2010,14,72414.84
02/16/2010,15,49988.58
02/16/2010,16,31110.4
02/16/2010,17,25363.32
02/16/2010,18,12701.92
02/17/2010,9,3202.2819096
02/17/2010,10,15959.64
02/17/2010,11,68958.9
02/17/2010,12,94369.72
02/17/2010,13,81172.84
02/17/2010,14,55935.58
02/17/2010,15,41729.48
02/17/2010,16,41106.92
02/17/2010,17,35510.36
02/17/2010,18,21415.2
02/18/2010,9,24214.06
02/18/2010,10,94569.84
02/18/2010,11,140787.44
02/18/2010,12,134315.46
02/18/2010,13,98998.36
02/18/2010,14,79052.04
02/18/2010,15,52472.56
02/18/2010,16,35018.34
02/18/2010,17,30999.1
02/18/2010,18,49204.12
02/19/2010,9,23344.72
02/19/2010,10,90868.74
02/19/2010,11,146526.86
02/19/2010,12,181062.1
02/19/2010,13,191239.38
02/19/2010,14,197042.06
02/19/2010,15,185366.54
02/19/2010,16,161280.72
02/19/2010,17,116862.66
02/19/2010,18,51107.04
02/20/2010,9,20897.76
02/20/2010,10,75548.34
02/20/2010,11,131883
02/20/2010,12,158228.46
02/20/2010,13,187402.7
02/20/2010,14,189333.76
02/20/2010,15,175383.1
02/20/2010,16,118434.58
02/20/2010,17,76402.26
02/20/2010,18,35925.16
02/21/2010,9,16002.9
02/21/2010,10,26680.42
02/21/2010,11,39815.7
02/21/2010,12,75448.52
02/21/2010,13,151161.86
02/21/2010,14,98383.14
02/21/2010,15,156297.4
02/21/2010,16,68713.08
02/21/2010,17,30832.86
02/21/2010,18,13292.26
02/22/2010,11,2888.38
02/22/2010,12,8919.22
02/22/2010,13,18981.32
02/22/2010,14,25469.02
02/22/2010,15,30221.24
02/22/2010,16,26105.68
02/22/2010,17,19799.64
02/22/2010,18,11060.08
02/23/2010,9,4489.5246499
02/23/2010,10,16885.94
02/23/2010,11,27891.72
02/23/2010,12,43495.84
02/23/2010,13,69936.82
02/23/2010,14,125322.6
02/23/2010,15,161293.02
02/23/2010,16,51704.86
02/23/2010,17,23365.64
02/23/2010,18,12713.78
02/24/2010,9,9248.76
02/24/2010,10,26342.2
02/24/2010,11,48296.8
02/24/2010,12,68591.66
02/24/2010,13,92115.72
02/24/2010,14,89957.04
02/24/2010,15,87074.88
02/24/2010,16,65566.36
02/24/2010,17,51580.44
02/24/2010,18,22218.32
02/25/2010,9,19809
02/25/2010,10,76954.16
02/25/2010,11,119842.24
02/25/2010,12,168862.7
02/25/2010,13,179837.78
02/25/2010,14,120694.42
02/25/2010,15,47376.54
02/25/2010,16,60097.76
02/25/2010,17,50942.5
02/25/2010,18,15385.04
02/26/2010,9,5592.8195453
02/26/2010,10,15455.16
02/26/2010,11,19600.88
02/26/2010,12,36106.12
02/26/2010,13,42140.3
02/26/2010,14,38040.84
02/26/2010,15,38865.98
02/26/2010,16,31459
02/26/2010,17,28488.28
02/26/2010,18,11060.44
02/27/2010,9,7538.1
02/27/2010,10,21833.76
02/27/2010,11,30914.04
02/27/2010,12,59011.68
02/27/2010,13,104313.62
02/27/2010,14,68274.02
02/27/2010,15,54203.76
02/27/2010,16,41492.82
02/27/2010,17,18890.68
02/27/2010,18,7014.4
02/28/2010,9,8065.56
02/28/2010,10,22878.66
02/28/2010,11,46872.08
02/28/2010,12,61601
02/28/2010,13,58998.18
02/28/2010,14,61388.12
02/28/2010,15,57225.36
02/28/2010,16,45450.76
02/28/2010,17,27583.16
02/28/2010,18,12446.76
03/01/2010,9,33835.94
03/01/2010,10,96225.32
03/01/2010,11,135607.04
03/01/2010,12,181605.96
03/01/2010,13,194666.02
03/01/2010,14,199569.8
03/01/2010,15,196787.44
03/01/2010,16,86991.98
03/01/2010,17,60571.72
03/01/2010,18,26389.76
03/02/2010,9,38605.74
03/02/2010,10,98044.56
03/02/2010,11,146652.74
03/02/2010,12,165584.74
03/02/2010,13,181948.36
03/02/2010,14,167078.94
03/02/2010,15,142440.06
03/02/2010,16,139796.76
03/02/2010,17,114219.06
03/02/2010,18,52325.46
03/03/2010,9,38920.36
03/03/2010,10,103284.84
03/03/2010,11,157067.34
03/03/2010,12,191619.68
03/03/2010,13,186271.08
03/03/2010,14,203742.68
03/03/2010,15,190832.18
03/03/2010,16,164391.9
03/03/2010,17,121466.12
03/03/2010,18,58579.68
03/03/2010,19,4616.3172369
03/04/2010,9,41566.76
03/04/2010,10,106608.2
03/04/2010,11,153358.02
03/04/2010,12,184853.24
03/04/2010,13,199250.08
03/04/2010,14,194778.16
03/04/2010,15,188493.54
03/04/2010,16,160989.8
03/04/2010,17,100728.12
03/04/2010,18,59076.08
03/04/2010,19,5650.5182645
03/05/2010,9,43000.96
03/05/2010,10,105114.3
03/05/2010,11,152806.04
03/05/2010,12,185118.66
03/05/2010,13,200024.86
03/05/2010,14,200673.82
03/05/2010,15,187463.92
03/05/2010,16,160794.24
03/05/2010,17,120598.06
03/05/2010,18,59448.04
03/05/2010,19,6211.5768117
03/06/2010,9,44085.48
03/06/2010,10,105648.96
03/06/2010,11,154964.18
03/06/2010,12,186093.28
03/06/2010,13,197902.5
03/06/2010,14,203440.52
03/06/2010,15,189404.08
03/06/2010,16,163759.18
03/06/2010,17,121567.4
03/06/2010,18,61696.92
03/06/2010,19,6624.4
03/07/2010,9,43714.02
03/07/2010,10,100722.42
03/07/2010,11,147890.68
03/07/2010,12,181357.34
03/07/2010,13,196239.08
03/07/2010,14,196756.74
03/07/2010,15,155050.5
03/07/2010,16,142236.16
03/07/2010,17,97091.48
03/07/2010,18,55002.92
03/07/2010,19,6867.54
03/08/2010,9,39712.6
03/08/2010,10,97799.64
03/08/2010,11,145784.12
03/08/2010,12,175277.26
03/08/2010,13,188392.36
03/08/2010,14,188317.38
03/08/2010,15,176888.1
03/08/2010,16,148903.38
03/08/2010,17,106336.24
03/08/2010,18,50512.06
03/08/2010,19,6965.66
03/09/2010,9,37099.66
03/09/2010,10,94736.3
03/09/2010,11,135465.86
03/09/2010,12,162834.54
03/09/2010,13,183658.38
03/09/2010,14,173344.06
03/09/2010,15,162664.2
03/09/2010,16,137711.92
03/09/2010,17,91228.58
03/09/2010,18,36142.3
03/09/2010,19,5879.34
03/10/2010,9,9729.3
03/10/2010,10,77195.12
03/10/2010,11,28493.12
03/10/2010,12,17382.42
03/10/2010,13,21344.72
03/10/2010,14,51296.98
03/10/2010,15,55405.12
03/10/2010,16,26505.74
03/10/2010,17,14350.84
03/10/2010,18,13048.18
03/11/2010,9,16311.56
03/11/2010,10,53195.64
03/11/2010,11,101380.96
03/11/2010,12,158302.1
03/11/2010,13,140639.68
03/11/2010,14,108020.5
03/11/2010,15,132312.44
03/11/2010,16,85866.06
03/11/2010,17,52317.9
03/11/2010,18,21297.56
03/12/2010,9,14146.74
03/12/2010,10,19589.76
03/12/2010,11,22229.48
03/12/2010,12,26110.86
03/12/2010,13,23088.1
03/12/2010,14,33616.2
03/12/2010,15,21793.8
03/12/2010,16,18654.6
03/12/2010,17,12907.26
03/12/2010,18,4979.66
03/13/2010,9,4922.66
03/13/2010,10,11391.6
03/13/2010,11,26930.12
03/13/2010,12,30058.74
03/13/2010,13,48100.92
03/13/2010,14,39416.24
03/13/2010,15,31220.86
03/13/2010,16,18546.74
03/13/2010,17,10298.52
03/13/2010,18,3731.24
03/14/2010,9,7926.42
03/14/2010,10,17218.38
03/14/2010,11,31213.38
03/14/2010,12,35975.08
03/14/2010,13,50913.66
03/14/2010,14,35587.32
03/14/2010,15,30984.98
03/14/2010,16,21371.66
03/14/2010,17,14895.7
03/14/2010,18,8492.52
03/15/2010,9,7713.6
03/15/2010,11,11340.82
03/15/2010,12,36819.92
03/15/2010,13,142686.74
03/15/2010,14,192571.62
03/15/2010,15,189993.94
03/15/2010,16,148548.5
03/15/2010,17,159772.2
03/15/2010,18,111394.76
03/15/2010,19,45274.22
03/15/2010,20,8335.92
03/16/2010,10,55657.3
03/16/2010,11,112474.36
03/16/2010,12,152103.06
03/16/2010,13,177467.46
03/16/2010,14,191573.7
03/16/2010,15,187784.04
03/16/2010,16,177412.36
03/16/2010,17,152621.36
03/16/2010,18,113855.5
03/16/2010,19,58428.78
03/16/2010,20,7458.18
03/17/2010,9,7101.5561417
03/17/2010,10,53742.48
03/17/2010,11,110337.02
03/17/2010,12,150981.58
03/17/2010,13,176788.08
03/17/2010,14,188281.34
03/17/2010,15,186583.88
03/17/2010,16,174653.46
03/17/2010,17,151034.18
03/17/2010,18,112948.22
03/17/2010,19,56289.46
03/17/2010,20,7846.04
03/18/2010,9,7811.12
03/18/2010,10,52900.84
03/18/2010,11,98802.58
03/18/2010,12,131366.61474
03/18/2010,13,137118.67167
03/18/2010,14,100844.72992
03/18/2010,15,88920.016549
03/18/2010,16,122711.87815
03/18/2010,17,132366.8
03/18/2010,18,103590.94
03/18/2010,19,48026.34
03/18/2010,20,8365.4
03/19/2010,10,19801.14
03/19/2010,11,53602.7
03/19/2010,12,105117.96
03/19/2010,13,153428.6
03/19/2010,14,181515.56
03/19/2010,15,173583.68
03/19/2010,16,129684.38
03/19/2010,17,99955.54
03/19/2010,18,77847.12
03/19/2010,19,38258.16
03/19/2010,20,6776.34
03/20/2010,10,5057.12
03/20/2010,11,2876.38
03/20/2010,12,5551.92
03/20/2010,13,7517.54
03/20/2010,14,19729.22
03/20/2010,15,39549.18
03/20/2010,16,34926.36
03/20/2010,17,24001.98
03/20/2010,18,8876.2
03/20/2010,19,5107.6
03/21/2010,10,2271.36
03/21/2010,11,6180.16
03/21/2010,12,21560.78
03/21/2010,13,55372
03/21/2010,14,163341.92
03/21/2010,15,117854
03/21/2010,16,166016.16
03/21/2010,17,126221.08
03/21/2010,18,98976.34
03/21/2010,19,47723.68
03/21/2010,20,6902.86
03/22/2010,9,8708.38
03/22/2010,10,51369.36
03/22/2010,11,119754.82
03/22/2010,12,160552.76
03/22/2010,13,193841.88
03/22/2010,14,192330.18
03/22/2010,15,174058.06
03/22/2010,16,191719.38
03/22/2010,17,167334.52
03/22/2010,18,130205.96
03/22/2010,19,61543.6
03/22/2010,20,11179.8
03/23/2010,10,12626.22
03/23/2010,11,67191.66
03/23/2010,12,131374.82
03/23/2010,13,162354.7
03/23/2010,14,194542.68
03/23/2010,15,194468.88
03/23/2010,16,181876.04
03/23/2010,17,156720.58
03/23/2010,18,115823.3
03/23/2010,19,55325.06
03/23/2010,20,9146.42
03/24/2010,9,12349.46
03/24/2010,10,52036.82
03/24/2010,11,93708
03/24/2010,12,132780.66
03/24/2010,13,170297.7
03/24/2010,14,187672.82
03/24/2010,15,162427.56
03/24/2010,16,161865.82
03/24/2010,17,131961.74
03/24/2010,18,73828.7
03/24/2010,19,39212.04
03/24/2010,20,7511.16
03/25/2010,10,18591.5
03/25/2010,11,52279.98
03/25/2010,12,43172.72
03/25/2010,13,67027.18
03/25/2010,14,96961.12
03/25/2010,15,98220.72
03/25/2010,16,105665.34
03/25/2010,17,89408.32
03/25/2010,18,67224.6
03/25/2010,19,27825.8
03/25/2010,20,6880.28
03/26/2010,9,12567.26
03/26/2010,10,63234.42
03/26/2010,11,115511.72
03/26/2010,12,121869.78
03/26/2010,13,138357.6
03/26/2010,14,169409.44
03/26/2010,15,201970.56
03/26/2010,16,186560.7
03/26/2010,17,158678.86
03/26/2010,18,118067.98
03/26/2010,19,55424.42
03/26/2010,20,10423.48
03/27/2010,9,9546.6
03/27/2010,10,36607.02
03/27/2010,11,100535.86
03/27/2010,12,147714.36
03/27/2010,13,179042.02
03/27/2010,14,187847.78
03/27/2010,15,128970.12
03/27/2010,16,104287.28
03/27/2010,17,69608.2
03/27/2010,18,58639.6
03/27/2010,19,14205.82
03/27/2010,20,6748.66
03/28/2010,10,9897.96
03/28/2010,11,10663.68
03/28/2010,12,18064.74
03/28/2010,13,29274.52
03/28/2010,14,31038.42
03/28/2010,15,39955.38
03/28/2010,16,40266.7
03/28/2010,17,35359.88
03/28/2010,18,33412.32
03/28/2010,19,18862.32
03/28/2010,20,6870.28
03/29/2010,9,8529.34
03/29/2010,10,14881.96
03/29/2010,11,36113.38
03/29/2010,12,36856.74
03/29/2010,13,27925.84
03/29/2010,14,37216.44
03/29/2010,15,39819.02
03/29/2010,16,146620.2
03/29/2010,17,138095.08
03/29/2010,18,114395.1
03/29/2010,19,53804.52
03/29/2010,20,9980
03/30/2010,9,13728.88
03/30/2010,10,64723.56
03/30/2010,11,118410.34
03/30/2010,12,156912.16
03/30/2010,13,179335.24
03/30/2010,14,190068.68
03/30/2010,15,186806.24
03/30/2010,16,170877.58
03/30/2010,17,150541.04
03/30/2010,18,110971.2
03/30/2010,19,49292.64
03/30/2010,20,10756.66
03/31/2010,9,16123.92
03/31/2010,10,55414.16
03/31/2010,11,94016.8
03/31/2010,12,142502.1
03/31/2010,13,165849.62
03/31/2010,14,184264.48
03/31/2010,15,183291.24
03/31/2010,16,171324.54
03/31/2010,17,146312.04
03/31/2010,18,99797.7
03/31/2010,19,42400.94
03/31/2010,20,10693.92
04/01/2010,9,11431.58
04/01/2010,10,43379.52
04/01/2010,11,101068.24
04/01/2010,12,140136.86
04/01/2010,13,165510.68
04/01/2010,14,175844.3
04/01/2010,15,174818.52
04/01/2010,16,163707.1
04/01/2010,17,136959.56
04/01/2010,18,77082.44
04/01/2010,19,33258.96
04/01/2010,20,10602.9
04/02/2010,9,16666.16
04/02/2010,10,60354.38
04/02/2010,11,92051.36
04/02/2010,12,137217.94
04/02/2010,13,122135.92
04/02/2010,14,84094.76
04/02/2010,15,113364.62
04/02/2010,16,94622.32
04/02/2010,17,85186.5
04/02/2010,18,57844.54
04/02/2010,19,28549.1
04/02/2010,20,8426.62
04/03/2010,9,10153.86
04/03/2010,10,36563.26
04/03/2010,11,96252.1
04/03/2010,12,95139.14
04/03/2010,13,88714.88
04/03/2010,14,94549.94
04/03/2010,15,18491.54
04/03/2010,16,13206.66
04/03/2010,17,13903.76
04/03/2010,18,19139.5
04/03/2010,19,20386.58
04/03/2010,20,6563.8
04/04/2010,9,15686.78
04/04/2010,10,64808.04
04/04/2010,11,116774.16
04/04/2010,12,156982.86
04/04/2010,13,180085.76
04/04/2010,14,184198.8
04/04/2010,15,169561.86
04/04/2010,16,148075.76
04/04/2010,17,95296.6
04/04/2010,18,48990.62
04/04/2010,19,28295.96
04/04/2010,20,12451.54
04/05/2010,9,18008.36
04/05/2010,10,63690.12
04/05/2010,11,115139.5
04/05/2010,12,152687
04/05/2010,13,177016.4
04/05/2010,14,188215.12
04/05/2010,15,187243.12
04/05/2010,16,167273.04
04/05/2010,17,145786.84
04/05/2010,18,109352.86
04/05/2010,19,51467.86
04/05/2010,20,9936.64
04/06/2010,9,2270.8439493
04/06/2010,10,5250.98
04/06/2010,11,9508.32
04/06/2010,13,20103.80182
04/06/2010,14,77752.62
04/06/2010,15,47129.32
04/06/2010,16,27475.22
04/06/2010,17,12236.08
04/06/2010,18,9810.76
04/06/2010,19,5217.18
04/06/2010,20,2610.8700435
04/07/2010,9,1421.3150656
04/07/2010,10,5902.32
04/07/2010,11,4853.92
04/07/2010,12,6560.98
04/07/2010,13,10881.08
04/07/2010,14,19554.56
04/07/2010,15,20000.04
04/07/2010,16,14214.26
04/07/2010,17,12916.98
04/07/2010,18,6113.62
04/07/2010,19,5692.88
04/08/2010,10,7673.5
04/08/2010,11,11279.24
04/08/2010,12,15801.6
04/08/2010,13,27324.52
04/08/2010,14,22782.42
04/08/2010,15,34216.36
04/08/2010,16,31146.96
04/08/2010,17,28270.8
04/08/2010,18,25293.78
04/08/2010,19,18356.78
04/08/2010,20,11405.08
04/09/2010,9,9772.64
04/09/2010,10,28905.98
04/09/2010,11,40794.72
04/09/2010,12,45581.86
04/09/2010,13,52916.14
04/09/2010,14,87053.14
04/09/2010,15,78237.32
04/09/2010,16,113162.84
04/09/2010,17,106448.3
04/09/2010,18,89979.22
04/09/2010,19,59109.62
04/09/2010,20,12012.32
04/10/2010,9,13189.28
04/10/2010,10,25797.72
04/10/2010,11,52085.72
04/10/2010,12,100581.38
04/10/2010,13,172654.06
04/10/2010,14,183126.72
04/10/2010,15,178850.04
04/10/2010,16,154715.12
04/10/2010,17,92821.2
04/10/2010,18,6591.62
04/10/2010,19,20442.92
04/10/2010,20,10443.24
04/11/2010,9,20992.28
04/11/2010,10,64440.14
04/11/2010,11,104080.58
04/11/2010,12,143886.02
04/11/2010,13,169871.88
04/11/2010,14,181728.52
04/11/2010,15,186000.24
04/11/2010,16,163982.58
04/11/2010,17,149432.16
04/11/2010,18,110700.36
04/11/2010,19,55007.38
04/11/2010,20,12466.24
04/12/2010,9,20546.06
04/12/2010,10,66622.76
04/12/2010,11,114479.74
04/12/2010,12,151726.4
04/12/2010,13,169341.54
04/12/2010,14,154653.72
04/12/2010,15,167825.5
04/12/2010,16,156781.66
04/12/2010,17,78801.86
04/12/2010,18,44188.3
04/12/2010,19,22561.06
04/12/2010,20,9494
04/13/2010,9,5438.66
04/13/2010,10,12575.66
04/13/2010,11,20694.7
04/13/2010,12,38488.84
04/13/2010,13,46414.28
04/13/2010,14,127335.88
04/13/2010,15,68859.84
04/13/2010,16,84283.7
04/13/2010,17,97700.34
04/13/2010,18,55894.54
04/13/2010,19,41949.62
04/13/2010,20,5225.6
04/14/2010,9,17208.54
04/14/2010,10,51351.58
04/14/2010,11,98404.24
04/14/2010,12,139983.64
04/14/2010,13,160946.28
04/14/2010,14,171139.96
04/14/2010,15,155464.14
04/14/2010,16,158413.16
04/14/2010,17,142154.66
04/14/2010,18,102336.26
04/14/2010,19,51141.38
04/14/2010,20,13473.02
04/15/2010,9,18957.86
04/15/2010,10,60176.38
04/15/2010,11,105160.18
04/15/2010,12,136173
04/15/2010,13,150359.92
04/15/2010,14,161098.28
04/15/2010,15,166199.28
04/15/2010,16,140230.28
04/15/2010,17,123782.78
04/15/2010,18,79751.28
04/15/2010,19,39179.28
04/15/2010,20,16595.4
04/16/2010,9,17229.32
04/16/2010,10,47455.24
04/16/2010,11,66787.86
04/16/2010,12,101157.86
04/16/2010,13,93853.84
04/16/2010,14,94630.88
04/16/2010,15,76885.1
04/16/2010,16,46805.76
04/16/2010,17,46655.56
04/16/2010,18,30411.08
04/16/2010,19,22342.94
