"","Location","Year","Month","Day","Hour","Cloud_Cover_Fraction","Dew_Point","Humidity_Fraction","Precipitation","Pressure","Temperature","Visibility","Wind_Speed","Solar_Elevation","Electricity_KW_HR"
"109","Solar Array",2010,1,5,13,1,-7.2,0.8075,0,992.6,-4.4,16.093,2.1,23.1030894538273,13625.16
"110","Solar Array",2010,1,5,14,1,-6.1,0.8464,0,991.9,-3.9,16.093,4.6,23.7004086236018,20007.08
"111","Solar Array",2010,1,5,15,1,-6.1,0.7796,0,990.9,-2.8,16.093,4.6,21.4765085203877,19501.94
"112","Solar Array",2010,1,5,16,1,-6.1,0.7456,0,990.9,-2.2,16.093,6.2,16.6978188302824,12511.12
"113","Solar Array",2010,1,5,17,1,-6.1,0.7456,0,991.6,-2.2,16.093,5.7,9.84216419226121,4400.84
"114","Solar Array",2010,1,5,18,1,-6.7,0.7445,0,991.6,-2.8,16.093,4.6,1.42564139394234,0
"115","Solar Array",2010,1,5,19,1,-6.7,0.7445,0,991.9,-2.8,16.093,4.6,-8.09945797225156,0
"116","Solar Array",2010,1,5,20,1,-6.7,0.7445,0,992.2,-2.8,16.093,4.6,-18.3660585837657,0
"117","Solar Array",2010,1,5,21,1,-6.7,0.7728,0,992.2,-3.3,16.093,6.2,-29.0673979861043,0
"118","Solar Array",2010,1,5,22,1,-6.7,0.7728,0,992.2,-3.3,16.093,3.6,-39.9046516200765,0
"119","Solar Array",2010,1,5,23,1,-6.7,0.7728,0,991.9,-3.3,16.093,5.1,-50.4888391233384,0
"120","Solar Array",2010,1,5,24,1,-7.2,0.7435,0,992.2,-3.3,16.093,5.7,-60.1055883847207,0
"121","Solar Array",2010,1,6,1,1,-7.2,0.7435,0,991.9,-3.3,16.093,4.6,-67.1226433374659,0
"122","Solar Array",2010,1,6,2,1,-7.2,0.7777,0,991.9,-3.9,16.093,3.6,-68.5866027238929,0
"123","Solar Array",2010,1,6,3,1,-7.8,0.7424,0,991.9,-3.9,16.093,4.1,-63.5311012219803,0
"124","Solar Array",2010,1,6,4,1,-7.8,0.7424,0,992.2,-3.9,16.093,3.6,-54.7248186281164,0
"125","Solar Array",2010,1,6,5,1,-7.2,0.7777,0,992.6,-3.9,16.093,3.6,-44.4241115695047,0
"126","Solar Array",2010,1,6,6,1,-7.2,0.7777,0,992.6,-3.9,16.093,4.1,-33.6300151264773,0
"127","Solar Array",2010,1,6,7,1,-7.2,0.7777,0,992.9,-3.9,16.093,2.1,-22.8255514968221,0
"128","Solar Array",2010,1,6,8,1,-7.2,0.7777,0,993.2,-3.9,16.093,3.1,-12.3307457344167,0
"129","Solar Array",2010,1,6,9,1,-6.7,0.8083,0,993.6,-3.9,16.093,2.1,-2.44060485706108,0
"130","Solar Array",2010,1,6,10,1,-6.7,0.8083,0,993.9,-3.9,16.093,3.1,6.50817737323723,9522.26
"131","Solar Array",2010,1,6,11,1,-6.7,0.8083,0,994.2,-3.9,16.093,3.6,14.0999425750584,14295.44
"132","Solar Array",2010,1,6,12,1,-7.2,0.7777,0,994.6,-3.9,16.093,3.1,19.837445175552,18739.66
"133","Solar Array",2010,1,6,13,1,-7.2,0.7435,0,994.2,-3.3,16.093,4.1,23.2062230384093,26164.36
"134","Solar Array",2010,1,6,14,1,-7.2,0.7777,0,993.9,-3.9,16.093,3.6,23.8257819499312,37008.6
"135","Solar Array",2010,1,6,15,1,-7.2,0.7435,0,993.2,-3.3,16.093,3.1,21.6184338480936,33488.7
"136","Solar Array",2010,1,6,16,1,-6.7,0.7445,0,993.2,-2.8,16.093,4.1,16.8497245220195,18329.84
"137","Solar Array",2010,1,6,17,1,-6.7,0.7445,0,993.2,-2.8,16.093,3.1,9.99864712959658,6352.52
"138","Solar Array",2010,1,6,18,1,-6.7,0.7445,0,993.9,-2.8,16.093,3.6,1.58322250830281,0
"139","Solar Array",2010,1,6,19,1,-6.7,0.7445,0,993.9,-2.8,16.093,3.1,-7.94254676433776,0
"140","Solar Array",2010,1,6,20,1,-6.7,0.7445,0,994.2,-2.8,16.093,2.6,-18.2103386965762,0
"141","Solar Array",2010,1,6,21,1,-6.7,0.7728,0,994.2,-3.3,16.093,2.1,-28.9124954557553,0
"142","Solar Array",2010,1,6,22,1,-6.7,0.7728,0,994.2,-3.3,16.093,3.1,-39.7494929184802,0
"143","Solar Array",2010,1,6,23,1,-6.7,0.7728,0,994.9,-3.3,16.093,2.6,-50.3319445878438,0
"144","Solar Array",2010,1,6,24,0.9,-7.2,0.7777,0,994.9,-3.9,16.093,2.1,-59.9468465372372,0
"145","Solar Array",2010,1,7,1,1,-6.7,0.8393,0,994.6,-4.4,16.093,1.5,-66.9724810934765,0
"146","Solar Array",2010,1,7,2,0.9,-7.2,0.8075,0,994.2,-4.4,16.093,1.5,-68.4795531954163,0
"147","Solar Array",2010,1,7,3,1,-7.2,0.8075,0,993.9,-4.4,16.093,0,-63.4806502134918,0
"148","Solar Array",2010,1,7,4,1,-6.7,0.8393,0,993.9,-4.4,16.093,1.5,-54.7080139936526,0
"149","Solar Array",2010,1,7,5,1,-6.7,0.8393,0,993.9,-4.4,16.093,0,-44.4217752338464,0
"150","Solar Array",2010,1,7,6,1,-7.2,0.8075,0,993.9,-4.4,16.093,1.5,-33.6312687852729,0
"151","Solar Array",2010,1,7,7,1,-7.8,0.8443,0,993.2,-5.6,16.093,2.1,-22.8236337039367,0
"152","Solar Array",2010,1,7,8,1,-7.8,0.8772,0,992.9,-6.1,16.093,3.6,-12.3205900856131,0
"153","Solar Array",2010,1,7,9,1,-7.8,0.9185,0,993.2,-6.7,16.093,1.5,-2.41771461327777,0
"154","Solar Array",2010,1,7,10,1,-7.2,0.9189,0,992.9,-6.1,16.093,2.1,6.54817120581538,10114.34
"155","Solar Array",2010,1,7,11,0.9,-7.2,0.845,0,992.6,-5,16.093,0,14.1611649350719,19204.96
"156","Solar Array",2010,1,7,12,1,-6.7,0.8393,0,992.6,-4.4,16.093,2.6,19.9229824078628,19687.72
"157","Solar Array",2010,1,7,13,1,-6.7,0.8083,0,991.6,-3.9,16.093,0,23.3167143797621,21446
"158","Solar Array",2010,1,7,14,1,-6.7,0.8083,0,990.6,-3.9,16.093,2.1,23.9582821922757,16248.42
"159","Solar Array",2010,1,7,15,1,-5.6,0.913,0,989.6,-4.4,2.012,2.1,21.7669678167887,7739.1
"160","Solar Array",2010,1,7,16,1,-5,0.9273,0.5,979.45,-4,1.207,0,17.0075335251581,1372.92
"161","Solar Array",2010,1,7,17,1,-5,0.9273,0.5,980.25,-4,0.805,2.6,10.1602815095548,19778.965
"162","Solar Array",2010,1,7,18,1,-6,0.8593,0.5,981.3,-4,0.805,2.1,1.74526636160334,0
"163","Solar Array",2010,1,7,19,1,-5,0.9273,0.8,981.95,-4,0.805,2.6,-7.78173620235881,0
"164","Solar Array",2010,1,7,20,1,-5,0.9273,0.5,982.65,-4,0.805,2.6,-18.0511240064187,0
"165","Solar Array",2010,1,7,21,1,-5,0.9273,0.8,983.1,-4,0.805,3.1,-28.7543134315443,0
"166","Solar Array",2010,1,7,22,1,-4,0.9279,0.5,983.3,-3,0.805,5.7,-39.59102813753,0
"167","Solar Array",2010,1,7,23,1,-6,0.8593,0,983.75,-4,0.805,5.7,-50.1713673770542,0
"168","Solar Array",2010,1,7,24,1,-6.1,0.8464,0,987.9,-3.9,14.88625,7.2,-59.7834852989539,0
"169","Solar Array",2010,1,8,1,1,-6.1,0.8788,0,987.9,-4.4,14.0815,6.7,-66.8159655711917,0
"170","Solar Array",2010,1,8,2,1,-6.1,0.8788,0,987.9,-4.4,14.886,7.7,-68.3644589008094,0
"171","Solar Array",2010,1,8,3,1,-6.1,0.8788,0,988.3,-4.4,16.093,8.8,-63.4223498953805,0
"172","Solar Array",2010,1,8,4,1,-7.2,0.845,0,989.3,-5,0.805,7.7,-54.6842376899963,0
"173","Solar Array",2010,1,8,5,1,-8.3,0.8121,0,989.6,-5.6,0.805,8.2,-44.4130457579708,0
"174","Solar Array",2010,1,8,6,1,-8.9,0.8429,0,990.6,-6.7,16.093,7.7,-33.6263826112054,0
"175","Solar Array",2010,1,8,7,1,-9.4,0.8423,0,991.2,-7.2,4.828,8.8,-22.8156042348064,0
"176","Solar Array",2010,1,8,8,1,-9.4,0.8423,0,991.9,-7.2,12.875,7.7,-12.3041976423015,0
"177","Solar Array",2010,1,8,9,0.9,-10.6,0.8024,0,993.2,-7.8,16.093,6.2,-2.38835731345135,0
"178","Solar Array",2010,1,8,10,1,-10.6,0.7659,0,994.2,-7.2,16.093,6.7,6.59492469865251,4979.204153
"179","Solar Array",2010,1,8,11,1,-11.1,0.736,0,994.9,-7.2,16.093,6.7,14.2294462260137,7590.68
"180","Solar Array",2010,1,8,12,1,-11.1,0.736,0,995.9,-7.2,12.875,5.7,20.0158005726208,13824.98
"181","Solar Array",2010,1,8,13,1,-11.7,0.7348,0,996.2,-7.8,12.875,6.2,23.4345209446092,20624
"182","Solar Array",2010,1,8,14,1,-11.7,0.7014,0,996.2,-7.2,16.093,5.1,24.0978503910989,21511.12
"183","Solar Array",2010,1,8,15,1,-11.1,0.7082,0,996.6,-6.7,16.093,3.6,21.9220354191116,20099.38
"184","Solar Array",2010,1,8,16,1,-10.6,0.7038,0,996.9,-6.1,16.093,4.1,17.1711570009806,18016
"185","Solar Array",2010,1,8,17,0.9,-10.6,0.7038,0,997.2,-6.1,16.093,3.6,10.3269687145628,9522.16
"186","Solar Array",2010,1,8,18,0.9,-11.1,0.736,0,998.2,-7.2,16.093,2.1,1.91166910172471,0
"187","Solar Array",2010,1,8,19,1,-10.6,0.7038,0,998.9,-6.1,16.093,4.1,-7.61713148266708,0
"188","Solar Array",2010,1,8,20,1,-11.1,0.7082,0,999.6,-6.7,16.093,5.1,-17.8885182277156,0
"189","Solar Array",2010,1,8,21,1,-12.8,0.699,0,1000.2,-8.3,16.093,4.1,-28.5929524254651,0
"190","Solar Array",2010,1,8,22,0.25,-13.9,0.7304,0,1000.5,-10,16.093,3.1,-39.4293541724231,0
"191","Solar Array",2010,1,8,23,0,-13.9,0.7972,0,1001.2,-11.1,16.093,2.6,-50.0072027212433,0
"192","Solar Array",2010,1,8,24,0,-14.4,0.8358,0,1001.2,-12.2,16.093,2.1,-59.6156053404042,0
"193","Solar Array",2010,1,9,1,1,-13.9,0.8365,0,1001.5,-11.7,16.093,3.6,-66.6532097184214,0
"194","Solar Array",2010,1,9,2,1,-13.9,0.7972,0,1001.5,-11.1,16.093,3.6,-68.2413852611013,0
"195","Solar Array",2010,1,9,3,1,-13.9,0.7304,0,1001.9,-10,16.093,4.6,-63.3561692567529,0
"196","Solar Array",2010,1,9,4,0.9,-13.9,0.766,0,1002.2,-10.6,16.093,4.1,-54.6534231044083,0
"197","Solar Array",2010,1,9,5,1,-13.9,0.7972,0,1002.5,-11.1,16.093,3.1,-44.3978548249812,0
"198","Solar Array",2010,1,9,6,1,-13.9,0.7972,0,1002.5,-11.1,16.093,3.6,-33.6152968071711,0
"199","Solar Array",2010,1,9,7,0,-15,0.764,0,1003.2,-11.7,16.093,4.6,-22.8014152955027,0
"200","Solar Array",2010,1,9,8,0,-15.6,0.7568,0,1003.9,-12.2,16.093,4.6,-12.2815343631461,0
"201","Solar Array",2010,1,9,9,0,-15.6,0.7944,0,1004.2,-12.8,16.093,4.6,-2.35251391411711,0
"202","Solar Array",2010,1,9,10,0,-15.6,0.7944,0,1004.5,-12.8,16.093,4.6,6.64844097985647,37558.26
"203","Solar Array",2010,1,9,11,0,-15,0.7954,0,1005.5,-12.2,16.093,3.6,14.3047732114895,96435.48
"204","Solar Array",2010,1,9,12,0,-14.4,0.7352,0,1006.2,-10.6,16.093,2.6,20.1158701360008,147798.38
"205","Solar Array",2010,1,9,13,0,-13.9,0.6697,0,1005.9,-8.9,16.093,2.6,23.5595970962602,173552.06
"206","Solar Array",2010,1,9,14,0,-12.8,0.6418,0,1005.5,-7.2,16.093,2.6,24.2444247128824,170306.06
"207","Solar Array",2010,1,9,15,0,-12.2,0.6483,0,1005.2,-6.7,16.093,1.5,22.08355901285,156550.82
"208","Solar Array",2010,1,9,16,0,-12.2,0.6191,0,1005.2,-6.1,16.093,2.1,17.3405038127896,122563.86
"209","Solar Array",2010,1,9,17,0,-12.2,0.6483,0,1005.2,-6.7,16.093,0,10.4986083133706,61592.86
"210","Solar Array",2010,1,9,18,0,-12.2,0.6737,0,1005.2,-7.2,16.093,0,2.08232566319754,0
"211","Solar Array",2010,1,9,19,0,-12.8,0.699,0,1005.5,-8.3,16.093,0,-7.44883836127369,0
"212","Solar Array",2010,1,9,20,0,-13.3,0.7671,0,1005.9,-10,16.093,2.1,-17.7226249767056,0
"213","Solar Array",2010,1,9,21,0,-13.9,0.766,0,1005.9,-10.6,16.093,2.6,-28.4285122173351,0
"214","Solar Array",2010,1,9,22,0,-15,0.835,0,1005.9,-12.8,16.093,3.1,-39.2645665988278,0
"215","Solar Array",2010,1,9,23,0,-13.9,0.8708,0,1005.9,-12.2,16.093,2.6,-49.8395440565781,0
"216","Solar Array",2010,1,9,24,0,-14.4,0.8774,0,1005.5,-12.8,16.093,3.1,-59.4433054844271,0
"217","Solar Array",2010,1,10,1,0,-15.6,0.869,0,1005.2,-13.9,16.093,2.6,-66.4843265310945,0
"218","Solar Array",2010,1,10,2,0,-16.1,0.8685,0,1004.5,-14.4,16.093,3.6,-68.1104037355316,0
"219","Solar Array",2010,1,10,3,0,-15.6,0.9054,0,1004.2,-14.4,16.093,2.6,-63.2820843787436,0
"220","Solar Array",2010,1,10,4,0.5,-16.1,0.8404,0,1004.2,-14,16.093,2.6,-54.615508724154,0
"221","Solar Array",2010,1,10,5,0.5,-17.2,0.832,0,1003.5,-15,16.093,2.1,-44.3761382113746,0
"222","Solar Array",2010,1,10,6,0,-17.8,0.8666,0,1003.2,-16.1,16.093,3.6,-33.5979553342695,0
"223","Solar Array",2010,1,10,7,0,-17.2,0.832,0,1002.9,-15,16.093,4.6,-22.781022780051,0
"224","Solar Array",2010,1,10,8,0,-15.6,0.8274,0,1002.5,-13.3,16.093,4.6,-12.2525699064884,0
"225","Solar Array",2010,1,10,9,0,-14.4,0.8774,0,1002.5,-12.8,16.093,4.1,-2.3101690780429,0
"226","Solar Array",2010,1,10,10,0,-13.9,0.8708,0,1002.5,-12.2,14.484,4.6,6.70871952032799,41510.26
"227","Solar Array",2010,1,10,11,0,-12.2,0.8796,0,1002.2,-10.6,14.484,6.2,14.387129131066,93251.84
"228","Solar Array",2010,1,10,12,0,-11.1,0.8401,0,1002.2,-8.9,16.093,6.7,20.2231582557139,158242.18
